"case","biden_therm","trump_therm","age","race6","income","lostjob","econperc","pid7","abortion","female","religion"
205287,100,0,40,1,21,0,0,0,7,"female","Evangelical Protestant"
205294,70,0,52,1,22,1,0.5,0,7,"not_female","Jewish"
205300,85,0,67,1,19,0,0,0,7,"female","Roman Catholic"
205317,85,0,72,1,16,0,0,0,6,"not_female","Mainline Protestant"
205324,15,85,NA,1,15,0,0.25,6,1,"not_female","Evangelical Protestant"
205348,0,75,79,1,4,0,0.25,6,NA,"not_female","Evangelical Protestant"
205362,85,0,67,1,15,1,0.25,0,7,"female","Roman Catholic"
205379,70,15,24,3,10,1,0.25,2,7,"not_female","Not religious"
205393,60,0,43,5,1,0,0.25,1,7,"female","Not religious"
205409,70,0,52,1,16,0,0,1,6,"female","Mainline Protestant"
205416,0,100,NA,1,10,1,0.75,6,1,"female","Mainline Protestant"
205430,75,0,62,3,7,0,0.75,0,2,"not_female","Roman Catholic"
205447,58,66,50,4,21,0,0.75,5,1,"not_female","Evangelical Protestant"
205454,0,60,28,1,15,0,0.5,3,4,"not_female","Undifferentiated Protestant"
205461,0,100,62,1,4,0,1,6,1,"not_female","Undifferentiated Protestant"
205478,0,85,73,1,4,0,0.75,6,1,"female","Evangelical Protestant"
205485,15,95,33,1,20,0,1,6,4,"not_female","Not religious"
205492,85,0,42,1,19,0,0,0,7,"female","Not religious"
205508,60,0,36,1,16,0,0,2,7,"not_female","Other religion"
205515,40,30,41,3,10,0,0.5,1,4,"female","Undifferentiated Protestant"
205522,100,0,51,2,2,0,0,0,7,"female","Evangelical Protestant"
205539,20,60,30,1,1,0,0.25,4,2,"female","Mainline Protestant"
205546,100,0,NA,2,8,1,0,0,7,"female","Evangelical Protestant"
205553,15,100,48,1,21,0,0,5,1,"not_female","Evangelical Protestant"
205560,30,60,66,5,17,0,0.75,4,1,"female","Undifferentiated Protestant"
205577,100,0,80,3,1,1,0.25,0,4,"female","Roman Catholic"
205607,0,85,49,1,10,1,0.25,3,3,"female","Roman Catholic"
205614,15,85,30,1,18,0,0.25,4,1,"female","Undifferentiated Protestant"
205621,85,0,70,4,14,0,0.25,0,4,"female","Mainline Protestant"
205638,100,0,65,1,4,1,0.25,0,7,"not_female","Mainline Protestant"
205645,60,0,57,1,19,1,0.25,0,6,"female","Evangelical Protestant"
205669,100,0,71,1,4,1,0,0,7,"female","Roman Catholic"
205676,60,0,31,6,21,1,0,2,7,"female","Undifferentiated Protestant"
205683,70,0,40,3,15,1,0,2,7,"female","Roman Catholic"
205706,0,90,66,1,7,0,0,6,4,"not_female","Mainline Protestant"
205713,30,40,45,2,1,0,0.5,1,4,"female","Mainline Protestant"
205737,30,85,68,1,8,0,0.75,6,7,"female","Evangelical Protestant"
205744,85,0,76,2,1,1,0.25,0,4,"female","Evangelical Protestant"
205751,NA,85,80,1,6,0,0.5,5,4,"female","Evangelical Protestant"
205768,15,85,34,1,16,1,0,4,2,"female","Other Christian"
205775,15,70,44,1,4,0,0.5,6,1,"female","Evangelical Protestant"
205782,100,0,70,1,7,0,0,5,1,"not_female","Roman Catholic"
205799,60,0,NA,6,10,0,0.25,1,6,"female","Roman Catholic"
205812,0,85,71,1,4,0,1,6,2,"not_female","Evangelical Protestant"
205829,96,0,37,2,10,0,0.5,2,4,"female","Evangelical Protestant"
205836,15,85,31,1,9,0,0.75,5,5,"not_female","Undifferentiated Protestant"
205843,30,70,61,3,11,1,0.5,3,1,"female","Evangelical Protestant"
205850,50,100,43,1,5,1,1,4,1,"not_female","Other Christian"
205867,90,0,53,1,16,0,0,3,4,"female","Evangelical Protestant"
205874,30,NA,73,1,7,0,0.75,1,1,"female","Roman Catholic"
205881,0,100,38,1,10,0,1,6,2,"female","Evangelical Protestant"
205898,70,0,73,1,4,1,0.25,2,7,"female",NA
205911,0,40,31,1,10,0,0,3,7,"female","Evangelical Protestant"
205928,20,80,69,1,14,1,0,4,3,"female","Mainline Protestant"
205942,85,0,NA,1,10,0,0,3,1,"female","Evangelical Protestant"
205959,50,30,45,1,18,0,0.25,1,7,"female","Roman Catholic"
205966,70,0,41,2,7,1,0,3,4,"female","Not religious"
205973,15,100,66,1,2,0,0.5,6,2,"not_female","Mainline Protestant"
206006,40,20,41,1,2,NA,NA,2,1,"not_female","Undifferentiated Protestant"
206013,100,30,62,1,1,0,0.5,1,4,"female","Roman Catholic"
206020,0,85,31,6,3,1,0.5,4,3,"not_female","Not religious"
206037,40,85,80,1,22,0,0.5,6,6,"female","Mainline Protestant"
206044,0,85,46,1,16,0,0.5,6,4,"female","Roman Catholic"
206068,30,85,70,1,15,0,0.25,6,1,"not_female","Other Christian"
206075,50,0,21,3,10,1,0,1,6,"female","Roman Catholic"
206082,0,100,77,1,19,0,0.75,6,4,"female","Mainline Protestant"
206105,0,85,66,5,7,1,0.5,4,2,"not_female","Other Christian"
206129,15,60,33,1,4,0,0.5,1,4,"female","Evangelical Protestant"
206136,85,30,46,1,4,1,0.25,0,7,"not_female","Mainline Protestant"
206143,100,0,36,2,1,0,0,3,4,"female","Evangelical Protestant"
206150,0,50,68,4,8,0,1,3,4,"female","Not religious"
206167,NA,70,71,2,1,0,0,5,4,"female","Not religious"
206174,40,75,37,1,21,1,0.25,6,2,"not_female","Other Christian"
206181,0,100,30,2,21,0,0.5,4,3,"not_female","Evangelical Protestant"
206198,60,0,79,1,13,0,0,3,6,"not_female","Not religious"
206204,85,0,78,6,19,0,0,2,7,"not_female","Mainline Protestant"
206211,40,30,47,4,22,1,0.25,3,4,"not_female","Evangelical Protestant"
206228,100,0,72,1,17,0,0,0,7,"female","Mainline Protestant"
206235,85,0,71,1,14,1,0,0,4,"female","Roman Catholic"
206242,0,85,36,1,21,0,1,4,4,"not_female","Mainline Protestant"
206266,60,0,35,1,22,1,0,2,4,"not_female","Undifferentiated Protestant"
206273,85,0,56,3,19,1,0.5,1,4,"female","Roman Catholic"
206280,60,15,64,1,5,1,0,4,4,"not_female","Evangelical Protestant"
206303,60,0,41,1,6,1,0,3,7,"not_female","Not religious"
206327,100,0,50,1,18,0,0.25,3,7,"not_female","Not religious"
206334,0,100,77,1,1,1,1,6,4,"female","Other Christian"
206341,40,85,NA,6,17,1,0.25,5,6,"female","Mainline Protestant"
206358,0,100,31,1,19,0,0.25,6,4,"female","Other Christian"
206365,90,0,61,1,5,0,0,2,6,"not_female","Not religious"
206372,85,0,62,1,20,1,0,0,7,"female","Undifferentiated Protestant"
206389,0,100,57,1,17,0,0.5,6,7,"not_female","Mainline Protestant"
206396,85,0,63,1,4,0,0,2,7,"not_female","Not religious"
206402,70,15,75,1,1,0,0.25,1,6,"not_female","Mainline Protestant"
206419,30,95,52,1,9,1,0.5,5,1,"female","Roman Catholic"
206426,100,0,64,6,18,1,0,2,4,"female","Evangelical Protestant"
206433,0,75,41,3,20,1,0.5,4,6,"not_female","Undifferentiated Protestant"
206440,15,85,51,1,16,1,0.5,6,1,"not_female","Evangelical Protestant"
206457,0,100,45,1,10,0,0,6,2,"not_female","Not religious"
206464,100,0,68,3,1,0,0,0,7,"female","Roman Catholic"
206471,0,90,73,1,11,0,0.5,6,2,"not_female","Undifferentiated Protestant"
206488,30,60,65,1,14,1,0.25,5,7,"not_female","Other religion"
206495,15,90,52,1,16,1,1,6,1,"not_female","Evangelical Protestant"
206501,60,85,64,3,4,0,0.25,6,4,"not_female","Other Christian"
206518,0,100,71,1,10,0,0,6,2,"not_female","Not religious"
206525,15,40,38,5,13,1,0,5,1,"female","Other religion"
206532,50,0,24,1,3,0,0.5,3,6,"female","Evangelical Protestant"
206549,0,100,66,2,17,0,0.5,6,6,"female","Roman Catholic"
206563,85,NA,50,2,1,1,0,0,4,"female","Mainline Protestant"
206587,60,0,49,1,3,1,0,2,7,"not_female","Undifferentiated Protestant"
206594,60,15,40,4,22,0,0.25,2,4,"female","Other religion"
206600,0,100,73,1,12,0,0.75,6,4,"not_female","Undifferentiated Protestant"
206617,NA,NA,65,1,8,1,0.25,3,4,"not_female","Not religious"
206624,10,90,34,1,14,1,0.25,4,1,"female","Evangelical Protestant"
206631,85,5,53,1,22,1,0,1,7,"female","Roman Catholic"
206648,60,0,39,1,21,0,0.25,0,7,"female","Mainline Protestant"
206655,70,0,71,1,8,1,0,3,7,"not_female","Not religious"
206662,30,10,33,3,14,1,0.5,3,1,"female","Roman Catholic"
206679,85,0,34,1,22,1,0.25,0,7,"not_female","Not religious"
206686,40,70,59,1,16,0,0.5,6,4,"female","Undifferentiated Protestant"
206709,30,85,72,1,5,0,0.25,1,4,"female","Evangelical Protestant"
206716,70,0,52,1,13,1,0.5,1,6,"female","Roman Catholic"
206723,0,100,53,1,12,1,1,6,6,"not_female","Roman Catholic"
206730,40,15,35,1,21,1,0.5,5,7,"not_female","Other Christian"
206747,30,90,68,1,12,0,0.5,6,4,"female","Mainline Protestant"
206754,60,85,54,4,21,0,0,6,7,"not_female","Not religious"
206778,70,0,74,1,2,0,0.25,0,4,"female","Roman Catholic"
206792,0,100,67,1,1,0,0.5,6,2,"female","Roman Catholic"
206815,40,60,46,1,18,0,0.25,5,2,"not_female","Roman Catholic"
206822,0,100,57,1,7,0,0.25,6,1,"not_female","Roman Catholic"
206839,70,0,34,2,1,0,0,0,6,"female","Other Christian"
206853,50,50,56,1,12,1,0.25,2,6,"female","Other religion"
206860,100,0,77,1,1,0,0.25,0,6,"female","Roman Catholic"
206877,15,85,43,3,6,0,0.75,5,1,"not_female","Evangelical Protestant"
206884,70,30,66,1,10,1,0.5,0,4,"female","Evangelical Protestant"
206891,50,50,NA,1,1,1,0.25,3,NA,"not_female","Undifferentiated Protestant"
206907,15,95,60,1,21,0,0.25,6,4,"not_female","Undifferentiated Protestant"
206914,15,100,39,1,17,0,1,6,2,"not_female","Roman Catholic"
206921,30,30,39,1,21,0,0.25,4,2,"female","Undifferentiated Protestant"
206938,15,85,NA,1,NA,0,0.25,4,2,"female","Roman Catholic"
206945,70,15,53,2,1,0,0,0,7,"female","Evangelical Protestant"
206983,86,0,71,1,19,1,0,0,7,"female","Jewish"
206990,NA,70,76,1,1,0,0.25,6,1,"female","Other Christian"
207016,40,85,80,1,10,0,0.75,5,3,"not_female","Roman Catholic"
207023,50,70,76,1,4,0,0,3,2,"female","Evangelical Protestant"
207030,0,100,NA,1,11,0,0.25,6,7,"not_female","Evangelical Protestant"
207047,15,85,49,5,15,1,0.75,4,4,"not_female","Not religious"
207054,50,50,37,3,20,1,0.25,4,4,"not_female","Roman Catholic"
207061,40,100,80,1,7,0,0,4,4,"female","Roman Catholic"
207078,100,0,72,1,17,0,0.25,0,4,"female","Mainline Protestant"
207092,0,100,51,1,1,1,1,6,1,"not_female","Other Christian"
207108,85,0,70,1,15,1,0,2,6,"not_female","Mainline Protestant"
207115,85,0,45,2,5,1,0,0,4,"female","Other Christian"
207122,60,0,31,1,21,1,0,2,7,"female","Not religious"
207139,85,0,72,1,13,1,0,2,4,"not_female","Mainline Protestant"
207153,15,95,71,1,NA,1,0.5,4,1,"not_female","Roman Catholic"
207160,0,100,67,6,20,0,1,6,1,"not_female","Other Christian"
207177,75,40,36,1,14,0,0.5,3,4,"female","Undifferentiated Protestant"
207184,15,100,58,1,17,0,0.75,4,4,"not_female","Roman Catholic"
207191,50,85,64,1,14,1,0.25,5,4,"not_female","Mainline Protestant"
207207,60,0,34,3,1,1,0,3,4,"not_female","Roman Catholic"
207214,90,0,36,6,20,1,0,0,7,"female","Not religious"
207221,50,70,44,3,18,0,0.5,1,6,"not_female","Evangelical Protestant"
207238,30,70,54,1,22,0,0.25,4,4,"female","Roman Catholic"
207245,55,0,28,1,17,1,0.25,1,6,"not_female","Not religious"
207252,30,60,NA,NA,13,1,0.5,6,4,"not_female","Not religious"
207276,40,100,77,1,NA,1,0.75,6,2,"female","Roman Catholic"
207290,0,90,70,1,9,0,0.25,4,2,"not_female","Other Christian"
207306,50,70,28,1,1,1,0.5,5,1,"female","Other Christian"
207313,60,0,30,3,17,0,0.5,2,7,"female","Not religious"
207320,70,0,37,1,10,1,0,0,6,"not_female","Not religious"
207337,30,85,45,1,16,0,0,6,4,"female","Roman Catholic"
207344,62,0,68,1,19,1,0,0,7,"not_female","Not religious"
207351,30,85,80,1,10,1,0.75,5,6,"female","Not religious"
207368,15,85,41,4,13,0,0.5,5,4,"female","Not religious"
207375,75,0,32,1,22,1,0,0,7,"female","Mainline Protestant"
207382,0,0,24,1,12,1,0,2,1,"not_female","Undifferentiated Protestant"
207399,70,NA,NA,1,21,1,0,0,7,"female","Not religious"
207405,100,0,42,2,10,0,0.25,0,4,"not_female","Undifferentiated Protestant"
207412,55,52,26,1,10,0,0.75,5,1,"female","Other Christian"
207436,85,0,50,1,18,1,0.25,0,7,"not_female","Other religion"
207443,70,0,46,1,19,1,0,3,5,"not_female","Other Christian"
207450,50,0,52,2,8,0,0,1,6,"not_female","Evangelical Protestant"
207467,30,100,35,1,1,0,0.75,6,1,"female","Evangelical Protestant"
207474,70,0,76,1,17,0,0,1,4,"not_female","Mainline Protestant"
207481,100,0,63,1,18,1,0,0,7,"female","Not religious"
207511,60,0,39,3,18,0,0,3,4,"not_female","Undifferentiated Protestant"
207528,30,100,28,4,21,1,1,5,4,"not_female","Other religion"
207542,60,40,66,1,10,0,0.5,3,4,"not_female","Undifferentiated Protestant"
207559,95,0,45,1,9,0,0.25,2,6,"female","Mainline Protestant"
207566,85,0,69,1,12,0,0,0,7,"not_female","Mainline Protestant"
207573,0,85,59,1,16,0,0.5,6,2,"not_female","Evangelical Protestant"
207597,85,NA,79,1,20,0,0.5,3,7,"not_female","Undifferentiated Protestant"
207603,0,70,80,1,5,0,0.5,6,4,"female","Not religious"
207610,40,0,38,1,21,0,0.5,3,5,"not_female","Not religious"
207627,85,15,74,1,12,0,0.25,2,6,"female","Mainline Protestant"
207634,100,10,54,2,17,0,0.5,2,7,"female","Evangelical Protestant"
207641,60,0,45,1,2,0,0,3,6,"female","Not religious"
207658,40,0,42,1,15,1,0,3,7,"female","Not religious"
207665,0,100,75,1,NA,0,1,6,1,"not_female","Other Christian"
207672,0,60,33,1,6,0,0.5,5,6,"female","Black Protestant"
207689,60,0,40,3,2,1,0,2,6,"not_female","Evangelical Protestant"
207696,15,100,56,1,15,0,0.75,5,6,"female","Other Christian"
207702,0,85,44,1,11,0,0.25,4,4,"not_female","Not religious"
207719,100,40,80,3,16,0,0,0,1,"female","Roman Catholic"
207726,100,0,25,1,15,1,0,0,7,"female","Other Christian"
207733,0,100,26,1,14,0,0.75,6,4,"not_female","Roman Catholic"
207740,85,0,75,1,18,0,0,0,7,"not_female","Not religious"
207757,85,0,68,1,21,1,0,0,7,"female","Evangelical Protestant"
207764,50,75,27,1,6,1,0.25,4,6,"not_female","Not religious"
207771,70,0,46,3,15,0,0.25,0,5,"female","Roman Catholic"
207788,15,85,71,1,8,0,0.5,6,2,"not_female","Undifferentiated Protestant"
207795,80,0,49,1,22,1,0,0,7,"female","Undifferentiated Protestant"
207818,85,15,57,2,NA,0,0.25,2,5,"not_female","Not religious"
207825,60,0,80,1,15,0,0,4,1,"female","Evangelical Protestant"
207832,15,100,66,1,10,1,0,6,1,"female","Undifferentiated Protestant"
207849,30,100,43,3,17,0,0,5,6,"female","Other Christian"
207856,0,100,55,1,10,0,0.25,6,4,"female","Evangelical Protestant"
207863,50,50,64,1,13,1,0.75,4,4,"not_female","Mainline Protestant"
207870,100,0,80,1,10,0,0.25,4,6,"not_female","Other Christian"
207887,65,0,57,5,8,0,0,2,7,"female","Roman Catholic"
207894,90,0,32,2,10,1,0,1,4,"female","Other Christian"
207900,0,100,53,1,15,0,0.5,5,4,"not_female","Mainline Protestant"
207924,0,95,68,1,14,0,0.75,6,5,"female","Roman Catholic"
207931,70,25,67,1,16,0,0,2,6,"female","Mainline Protestant"
207948,0,100,26,1,16,0,0.5,5,2,"female","Evangelical Protestant"
207955,100,0,50,2,1,0,0,1,6,"female","Mainline Protestant"
207962,NA,0,33,5,2,0,0.25,3,4,"female","Not religious"
207979,40,60,58,1,9,0,0.25,0,4,"female","Other Christian"
207986,70,0,36,1,17,0,0.5,1,6,"female","Not religious"
207993,70,30,46,2,22,1,0.5,5,2,"female","Black Protestant"
208002,30,15,30,6,5,1,0,2,6,"female","Mainline Protestant"
208019,85,15,78,1,NA,0,0,1,7,"not_female","Not religious"
208026,85,0,70,2,2,0,0.5,0,4,"female","Not religious"
208033,60,60,53,1,18,0,0.5,4,4,"female","Other Christian"
208040,85,0,59,6,22,0,0,2,6,"female","Mainline Protestant"
208057,0,100,39,1,15,1,0.5,4,2,"not_female","Mainline Protestant"
208088,100,NA,46,6,8,1,0.25,1,6,"female","Mainline Protestant"
208095,30,70,69,1,2,0,0.25,5,4,"female","Evangelical Protestant"
208101,50,60,80,1,15,0,0.5,3,4,"not_female","Other religion"
208132,80,0,31,1,22,1,0,1,7,"female","Not religious"
208149,10,95,49,1,20,0,1,4,4,"not_female","Undifferentiated Protestant"
208156,85,0,41,1,15,0,0,0,7,"not_female","Roman Catholic"
208163,70,15,58,2,7,1,0,0,4,"not_female","Mainline Protestant"
208170,50,0,32,3,21,1,0,2,7,"not_female","Not religious"
208187,70,0,22,3,16,1,0.75,1,6,"not_female","Other Christian"
208194,60,0,59,1,18,0,0.5,5,4,"not_female","Roman Catholic"
208200,85,0,29,1,8,1,0.5,1,7,"not_female","Roman Catholic"
208217,0,85,69,1,19,0,0.75,6,1,"female","Roman Catholic"
208231,0,55,39,1,1,0,0,3,3,"not_female","Not religious"
208248,70,0,39,1,12,1,0,3,7,"not_female","Not religious"
208255,0,100,64,1,3,0,0,6,NA,"female","Evangelical Protestant"
208262,100,NA,53,1,21,0,0,5,6,"female","Mainline Protestant"
208279,0,NA,65,1,10,1,0.75,4,1,"not_female","Evangelical Protestant"
208286,85,0,36,3,4,1,0,3,6,"not_female","Roman Catholic"
208293,100,0,76,1,21,0,0.25,2,7,"female","Mainline Protestant"
208309,100,0,59,2,19,0,0,0,7,"female","Evangelical Protestant"
208316,0,100,51,4,15,0,0.75,6,1,"not_female","Roman Catholic"
208323,40,70,49,6,21,0,0.5,6,7,"not_female","Other religion"
208330,85,15,29,1,7,0,0.5,0,7,"not_female","Not religious"
208347,50,0,29,4,15,1,0.25,1,4,"not_female","Not religious"
208354,30,60,47,3,10,0,0.75,3,2,"not_female","Not religious"
208361,90,0,64,1,17,0,0,0,7,"female","Jewish"
208378,100,0,66,5,2,0,0,0,7,"not_female","Other religion"
208385,85,0,35,1,10,1,0,0,7,"female","Mainline Protestant"
208408,40,90,80,1,7,0,0.75,6,1,"not_female","Evangelical Protestant"
208415,15,85,59,1,22,0,0.5,6,4,"not_female","Roman Catholic"
208422,15,85,74,1,16,0,0.25,6,4,"female","Roman Catholic"
208439,95,0,73,1,9,0,0,5,4,"not_female","Mainline Protestant"
208446,90,0,29,3,21,1,0.5,0,7,"not_female","Roman Catholic"
208453,50,70,80,NA,NA,0,0.75,6,1,"female","Roman Catholic"
208484,0,85,NA,3,NA,0,0.75,4,1,"not_female","Undifferentiated Protestant"
208491,60,0,NA,1,12,1,0,3,6,"female","Other Christian"
208507,60,50,54,1,10,0,0.5,1,5,"not_female","Evangelical Protestant"
208514,15,75,NA,1,21,1,0,4,1,"not_female","Other Christian"
208521,100,15,43,2,4,1,0.75,1,6,"not_female","Evangelical Protestant"
208538,30,85,80,1,7,0,0.5,5,1,"female","Evangelical Protestant"
208545,70,15,55,1,13,1,0.25,2,7,"female","Jewish"
208552,100,0,51,1,17,1,0,0,7,"female","Roman Catholic"
208569,85,0,46,2,17,1,0,2,7,"not_female","Not religious"
208576,NA,85,38,1,17,0,0.75,5,1,"female","Mainline Protestant"
208583,70,0,62,1,12,0,0,0,7,"female","Not religious"
208590,20,90,60,1,NA,0,0.25,4,1,"not_female","Roman Catholic"
208606,100,0,43,2,2,0,0.5,0,4,"not_female","Evangelical Protestant"
208613,40,60,72,3,20,0,0.5,3,4,"not_female","Roman Catholic"
208644,70,0,80,3,7,0,0,0,6,"female","Evangelical Protestant"
208651,100,0,23,3,14,1,0.25,0,4,"female","Roman Catholic"
208668,40,85,68,1,17,0,0.5,4,1,"not_female","Mainline Protestant"
208675,15,70,57,1,4,0,0.25,6,4,"female","Mainline Protestant"
208682,30,70,NA,1,20,0,0.5,5,1,"not_female","Evangelical Protestant"
208705,85,85,52,3,1,0,0.5,5,4,"not_female","Mainline Protestant"
208712,0,100,69,1,16,0,0,5,1,"female","Undifferentiated Protestant"
208736,40,0,NA,1,1,0,0,5,1,"female","Mainline Protestant"
208743,30,60,39,1,11,0,0.25,4,4,"not_female","Undifferentiated Protestant"
208750,0,85,72,4,10,0,1,6,1,"not_female","Other religion"
208767,15,60,27,1,7,0,0,6,2,"female","Evangelical Protestant"
208774,70,0,38,2,12,0,0.5,0,7,"female","Other Christian"
208781,100,0,49,6,22,1,0,2,7,"not_female","Mainline Protestant"
208798,50,60,NA,2,NA,0,0.75,5,1,"female","Other Christian"
208804,50,40,68,3,4,0,0.75,3,7,"female","Other Christian"
208811,40,15,40,4,21,0,0.5,1,4,"female","Not religious"
208859,50,60,49,4,22,0,0.25,5,4,"not_female","Roman Catholic"
208866,0,100,26,1,16,1,0.75,6,4,"female","Mainline Protestant"
208873,80,10,34,4,21,0,0.25,2,6,"female","Roman Catholic"
208880,0,100,51,1,11,0,0,6,1,"not_female","Undifferentiated Protestant"
208897,0,100,23,1,8,0,0.25,6,4,"female","Mainline Protestant"
208903,90,0,80,3,6,1,0.25,0,5,"female","Roman Catholic"
208927,60,15,25,6,8,1,0.5,0,4,"female","Roman Catholic"
208934,100,NA,80,1,22,0,0,0,7,"female","Roman Catholic"
208941,5,86,43,6,9,0,0.5,6,4,"female","Other religion"
208958,0,90,59,1,20,0,0.5,6,4,"not_female","Roman Catholic"
208965,85,15,49,2,17,1,0,1,6,"not_female","Undifferentiated Protestant"
208972,0,100,32,1,18,0,1,6,1,"not_female","Roman Catholic"
208989,75,0,69,1,16,1,0,0,7,"female","Other religion"
208996,0,75,80,1,1,0,0.75,6,1,"female","Evangelical Protestant"
209005,40,15,45,1,1,1,0,2,6,"female","Not religious"
209012,60,0,43,2,20,1,0,2,6,"not_female","Other Christian"
209029,70,70,69,1,4,1,0.75,3,4,"female","Other Christian"
209036,0,100,80,6,4,0,0.75,4,1,"not_female","Roman Catholic"
209043,50,100,55,1,11,1,0,6,6,"female","Roman Catholic"
209050,70,0,75,1,2,0,0,2,5,"female","Other religion"
209067,50,45,60,1,12,1,0,2,4,"not_female","Evangelical Protestant"
209074,70,0,75,1,9,0,0,0,5,"not_female","Roman Catholic"
209081,15,85,69,1,5,0,1,6,4,"not_female","Roman Catholic"
209111,0,85,60,1,14,0,0,6,6,"female","Evangelical Protestant"
209128,70,0,59,1,15,0,0,0,7,"female","Not religious"
209135,75,0,26,1,1,1,0.5,0,7,"female","Not religious"
209142,60,15,64,1,3,0,0.25,1,5,"female","Not religious"
209159,NA,NA,64,NA,1,0,0.25,3,4,"female",NA
209173,0,100,62,1,13,0,1,6,5,"not_female","Roman Catholic"
209180,85,0,46,2,3,1,0,0,6,"female","Other Christian"
209197,30,85,72,1,9,0,0.75,6,4,"female","Not religious"
209203,15,90,53,1,20,0,0.75,6,1,"not_female","Evangelical Protestant"
209210,0,70,33,1,1,1,0.5,6,4,"not_female","Not religious"
209234,85,15,61,1,7,1,0.25,1,4,"not_female","Mainline Protestant"
209241,65,0,24,3,13,0,0.5,1,6,"female","Other Christian"
209258,30,70,58,1,13,0,0.5,6,3,"not_female","Undifferentiated Protestant"
209265,50,0,47,1,6,0,0.5,2,6,"female","Not religious"
209272,60,30,63,6,16,0,0.25,1,4,"not_female","Mainline Protestant"
209296,30,60,64,1,NA,0,NA,5,2,"not_female","Mainline Protestant"
209302,0,40,55,1,13,0,0.5,5,2,"female","Other Christian"
209319,100,0,41,2,16,1,0,0,4,"female","Other Christian"
209333,85,30,68,1,10,0,0,5,6,"female","Other Christian"
209340,40,60,80,1,13,0,0.5,6,4,"female","Mainline Protestant"
